,AdID,AdURL,AdText,HostedPage,Impressions,Currency,AdSpending,toxicity,identityAttack,insult,positivity
102,940980406333666,https://www.facebook.com/ads/archive/render_ad/?id=940980406333666&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Throwback 22 years ago.  I was preparing to graduate from West Point and be commissioned as an Engineer Officer in the US Army.  I took the most difficult route to become an officer because I wanted the best leadership training the military had to offer.  
I may no longer wear the uniform, but my dedication for selfless service has not slowed down.  I'm asking for your vote for McKenzie County supervisor to allow me to continue to serve the public with the talents I've developed over the years.  
Thank you for your support!
Jeremy Olson

Jeremy Olson for McKenzie County Commissioner",Jeremy Olson for McKenzie County Commissioner,999,USD,99,0,0,1,0
103,339652493681186,https://www.facebook.com/ads/archive/render_ad/?id=339652493681186&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Every voter in IN can vote absentee for the June 2nd primary, you have 1 week left to apply!

Get your absentee ballot : https://indianavoters.in.gov/MVPHome/PrintDocuments

Get ready to vote, who believes what you believe? #plotyourpolitics
IOS: http://bit.ly/AV4dem
Android: http://bit.ly/GglAV2d",ActiVote,999,USD,99,0,0,0,0
104,567342337550035,https://www.facebook.com/ads/archive/render_ad/?id=567342337550035&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Attorney General Josh Stein wants your voice to be heard. Will you complete our one minute May issues survey on what North Carolina's priorities should be?,Josh Stein,999,USD,99,0,0,0,0
105,705745426852573,https://www.facebook.com/ads/archive/render_ad/?id=705745426852573&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"The film ""Free Trip to Egypt"" will be streamed for free for one day only at 7pm EST May 17th and will be followed by a Q&A with the creator.",Free Trip To Egypt - The Film,1999,USD,99,0,0,0,1
106,175619030415782,https://www.facebook.com/ads/archive/render_ad/?id=175619030415782&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Haywood County news: NC governor signs $1.6 billion COVID-19 bills. Download SmartNews to get the latest Coronavirus news in Haywood County.,SmartNews - Local Breaking News,999,USD,99,0,0,0,0
107,170752554318702,https://www.facebook.com/ads/archive/render_ad/?id=170752554318702&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Uber and Lyft are spending millions to change the law requiring that they provide basic support and protections for drivers. Join our campaign to demand that CEOs protect drivers instead of making CA taxpayers foot the bill.,"Protect Drivers, Not CEOs",1999,USD,99,1,0,0,0
109,585656435409547,https://www.facebook.com/ads/archive/render_ad/?id=585656435409547&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Join us as Coop answers your questions live! Want to know about Coop and his ideas? Send us your questions ahead of time and Coop will answer them live and in person!

Send questions via Facebook messenger, email to campaign@votecoop.com, Instagram messenger, Tweet, snail mail carrier pigeon or any way you want.",Overstreet for DA,999,USD,99,0,0,0,1
114,276470920148483,https://www.facebook.com/ads/archive/render_ad/?id=276470920148483&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,#JusticeforAhmaud: We must act NOW to end this racist terror. Enough is enough. Ahmaud Arbery was a Black man shot and killed in an act of hatred and white supremacy. Demand that District Attorney George Barnhill resign immediately for his blatant attempt to cover up Arbery’s murder—sign the petition now.,MoveOn,999,USD,99,0,0,1,0
115,549630762416409,https://www.facebook.com/ads/archive/render_ad/?id=549630762416409&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Too many essential workers are falling sick or dying from COVID-19. They put their lives on the line each day they go to work, so they should be given as hazard pay the same extra $600 that the unemployed are receiving—sign the petition now.",MoveOn,999,USD,99,0,0,1,0
117,1165517307132666,https://www.facebook.com/ads/archive/render_ad/?id=1165517307132666&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,I'm incredibly proud to have the endorsement and support of Columbia County Sheriff Clay Whittle.,Trey Allen for State Senate,999,USD,99,0,0,0,0
121,549815625704680,https://www.facebook.com/ads/archive/render_ad/?id=549815625704680&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"“Charlie Pattavina cares a lot about people and gets along well with everyone.  He is fair and level headed with a calm demeanor.  If you combine those qualities with his knowledge of how government works and how to influence policy, you can expect very effective leadership and representation.”

-- Jennifer Gunderman-King, M.P.H., Belfast","Dr. Charlie Pattavina for Senate, Waldo County",999,USD,99,0,0,1,1
122,601429187140629,https://www.facebook.com/ads/archive/render_ad/?id=601429187140629&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I am not a politician. 
I am a Registered Nurse running for office. 
I am here for the people of White Pine County; all of the people of White Pine County. 

All I’m trying to do is make a difference for the future; the generation that has yet to even be born yet. I don’t want to leave my kids in the world that our current leaders have put us in.

I want them to know there is more. You can be better and have more. You can accomplish anything with the right mindset; even if the entire world is against you. 💙🤍

#BattleBorn
#WhitePineProud",Lacey Balch for County Commissioner Seat 4,999,USD,99,0,0,1,0
123,271931160520053,https://www.facebook.com/ads/archive/render_ad/?id=271931160520053&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"It’s a family affair! Thanks to my wife, kids, and in-laws we have a new batch of signs ready to go. Let me know if you want one for your yard.",Ryan McCabe for S.C. House,999,USD,99,0,0,0,1
124,650057198915019,https://www.facebook.com/ads/archive/render_ad/?id=650057198915019&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,That moment a newspaper tries to write a hit piece about your lack of factual sources….and forgets to use any facts or sources.,Vote Ruggles,999,USD,99,0,0,0,0
125,247948159650093,https://www.facebook.com/ads/archive/render_ad/?id=247948159650093&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"FOCUSED.  FAIR.  FIRM.

Keisha Wright Hill for Chief Magistrate Judge
“Make the WRIGHT choice!”

www.KeishaWrightHill.com
(678) 310-6088

#MaketheWRIGHTchoice
#KeishaWrightHill
#Support.Donate.Vote
#EveryVoterMatters
#EveryVoteCounts
#Homegrown
#ClaytonProud",Keisha Wright Hill for Chief Magistrate Judge,999,USD,99,0,0,0,1
126,1644505259056486,https://www.facebook.com/ads/archive/render_ad/?id=1644505259056486&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Delorean Holmes is a life long Detroiter and proud DPS graduate. He is a Veteran (U.S. Army Reserve Officer), Father, and a Cass Tech and Wayne State University Alumni. He is the current Deputy Director of the Detroit Wayne County Port Authority.",Delorean Holmes for State Representative: District 4,999,USD,99,0,0,0,0
127,280297320027932,https://www.facebook.com/ads/archive/render_ad/?id=280297320027932&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Vice President of the Nevada State Board of Education,Mark Newburn - State Board of Education - District 4,999,USD,99,0,0,0,0
128,2714487645328875,https://www.facebook.com/ads/archive/render_ad/?id=2714487645328875&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Keisha Wright Hill: ACTIVELY engaged in the Clayton County community for 27+ years...not just at election time.

“Make the WRIGHT choice!” 
Vote Keisha Wright Hill for 
Clayton County Chief Magistrate Judge

www.KeishaWrightHill.com
(678) 310-6088

#MaketheWRIGHTchoice
#KeishaWrightHill
#Support.Donate.Vote
#EveryVoterMatters
#EveryVoteCounts
#Homegrown
#ClaytonProud",Keisha Wright Hill for Chief Magistrate Judge,999,USD,99,0,0,0,1
130,841924586287452,https://www.facebook.com/ads/archive/render_ad/?id=841924586287452&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Took a break from the campaign trail and had a good picnic with the family!,Dyllon Fite for State Senate District 3 2020,999,USD,99,0,0,0,0
131,254844059207815,https://www.facebook.com/ads/archive/render_ad/?id=254844059207815&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I will fight to lower property tax as your district one commissioner. I will also work hard to rebuild our road department to give our citizens the service they deserve. I will also ask the board to review the codes department closely as they are notorious for violating the citizens fourth amendment rights. If you have any questions for me feel free to text or call 423-619-9724. I would be honored to have your support and your vote June 9. 

#Blakemore2020",Robert Blakemore for District 1,999,USD,99,0,0,0,0
132,241434110286138,https://www.facebook.com/ads/archive/render_ad/?id=241434110286138&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"I am Laura M. Montoya. I have over 17 years of government experience and am completing my second term as the Sandoval County Treasurer. I manage and invest over $1.4 billion. 

I have established and maintained relationships with the numerous Pueblos and the Navajo Nation. I will work hard to ensure fairness and equitability across New Mexico and our country.  

56% of bankruptcies are due to medical bills. Fourteen of 17 counties in our District have either lack or have contaminated water.  

When some of us are not healthy, none of us are healthy. 

This campaign has always been about the people, and never about the money.  

We earned the required 20% vote from Democrats across the District, who helped to get me on the ballot. 

Join our fight to fix the inequities to make affordable healthcare, clean water, and campaign finance reform a priority. 

I am the representation that reflects who you are, our struggle, our history, and our fight!💪🏾",Laura M. Montoya 4 NM,999,USD,99,1,0,1,1
133,546337139399468,https://www.facebook.com/ads/archive/render_ad/?id=546337139399468&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,A vote for Marco Perez is a vote for Hamilton County Schools,Marco Perez for District 2 School Board,999,USD,99,0,0,0,0
135,240435193852961,https://www.facebook.com/ads/archive/render_ad/?id=240435193852961&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"This big question that needs to be answered is; why are the services and programs being cut for the children when almost 80% of the $31,000,000.00 budget goes towards paying wages and benefits of the administrators and teachers?

Any smart businessman would look at making cuts in the area of wages and benefits, before allowing any services for the children to be cut.

Out of the huge $31,000,000.00 budget....$24,800,000.00 goes towards wages and benefits....leaving only a paltry $6,200,000.00 for everything else. Lavish wages and Cadillac benefit plans have sucked our school district dry and bankrupted the system. 

This group of bumbling amateurs on the school board bears sole responsibility for this financial travesty and squandering of taxpayer's money for the benefit of the Union employees.

The Board of education has lost sight of the fact that they work for the taxpayers, not the teachers union. What is best for the administrators and teachers, has superseded what is in the best interest of our children's education.

The smoking gun of this truth, I am speaking of, is in the fact that there are ZERO cuts in wages and benefits for this protected ""core group"" of employees, as Cozad likes to refer to them.

The wage freeze, Cozad brags and boasts about is an illusion. Once the levy is passed, then all freezes are over, and past due/frozen wages are returned/paid up. The Union members lose nothing. Its all an accounting trick of smoke and mirrors.

Why are these employees protected from the reality of the schools overspending?

The school board relinquished its ""power of the purse"" to the teachers union, which is at the core of this financial disaster. The School board and teachers union has forsaken the best interests of the children, in exchange for the financial interests of lining the union member's wallets.

Why are the teachers and administrators not having to take a pay cut, when the community is suffering from the effects of Ohio's shutdown?

The teachers are getting full pay and benefits, during this shutdown. The idea that they are ""still working"" has turned in to an open joke. The teachers get paid for 7.5 hours per day, 5 days per week, 182day per year. Yet during this shutdown, most have worked less than one hour per day. I do not believe the Allerton Hill propaganda talking points the school administration is putting out. 

None of this silliness would have been allowed to happened if this was a business.
 
We are NOT ""all in this together"".
The teachers have not lost their homes or businesses. They have not laid awake all night wonder how they will feed their families or pay their bills. These teachers and administrators have not given up one paycheck, and yet, demand that this levy gets passed. The majority of whom do not even live in our community, will not pay the tax if passed, yet demand you tax yourself and neighbors so that they can get a $3,3000,000.00 yearly pay raise. In four more years, they have admitted they will be back for another $3,300,000.00 property tax levy.

In fact, the Yes PAC has bragged that the school board plans on having a new levy every four years, for the next forty years!!

**********************************************************************

Email from Cozad to the school parents. 

District Parents and Staff,

I wanted to provide you with another update on the district’s recent levy request. As of Monday, May 11, according to the Greene County Board of Elections, 1,151 outstanding ballots were returned between April 28 and the May 8 deadline set by the Secretary of State. 

On April 28, according to unofficial results, the vote was 53 percent no and 47 percent yes for Issue 9. And while the Board of Elections is currently counting the votes from these outstanding ballots, I am remaining hopeful that these ballots could make a difference in the outcome of this election.

Official results will not be known until May 19, which is when the Board of Elections must submit the official tally of all valid votes, so we will hold off on making any official announcement until we receive the official results. If the levy does indeed fail, then I do want you to be aware that the district plans on moving forward with Phase III and IV reductions, totaling a cumulative $2,458,756 over the next two years.

The next Board of Education meeting will take place virtually on Thursday, May 21 at 7 PM. The link for the meeting can be found on the district website: http://www.sugarcreek.k12.oh.us. 
 

I will send to you another update once we receive the official election outcome. Thank you for remaining patient with us as we await this outcome and thank you for your continued support of our schools.

 

Sincerely,

Doug Cozad

Superintendent
Bellbrook-Sugarcreek School District",Vote NO On Bellbrook-Sugarcreek Schools Levy,999,USD,99,0,0,1,0
136,244836393276885,https://www.facebook.com/ads/archive/render_ad/?id=244836393276885&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Thank you Grand Forks Herald for having myself and the other candidates tonight. I am thankful for having the ability to connect with our community! 

Thank you for watching! 

#GFVoteForBo #GrandForksProud",Bochenski For Mayor,999,USD,99,0,0,0,0
137,264395721344880,https://www.facebook.com/ads/archive/render_ad/?id=264395721344880&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Voting by mail is the safest way to cast your vote this election. 

Make a plan to vote by mail in the June 9 primary election today: https://bit.ly/votebymailGA #VotebyMail  #BuildingABetterGeorgiaTogether",Becky Evans for Georgia House,999,USD,99,0,0,0,1
138,1489459931229869,https://www.facebook.com/ads/archive/render_ad/?id=1489459931229869&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"PLEASE SHARE!

“Make the WRIGHT Choice! 
Vote Keisha Wright Hill
Chief Magistrate Judge
Early Voting begins Monday, May 18!

www.KeishaWrightHill.com
(678) 310-6088

#MaketheWRIGHTchoice
#KeishaWrightHill
#SupportDonateVote
#EveryVoterMatters
#EveryVoteCounts
#Homegrown
#ClaytonProud

Videography: Scottie Crews",Keisha Wright Hill for Chief Magistrate Judge,999,USD,99,0,0,0,1
139,244801466730702,https://www.facebook.com/ads/archive/render_ad/?id=244801466730702&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,Testimonies from voters in Forestbrook.,Carter Smith for SC Senate,999,USD,99,0,0,0,0
141,237555317690968,https://www.facebook.com/ads/archive/render_ad/?id=237555317690968&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,"Chesapeake, the time is now to vote for Les Smith for City Council! Go vote May 19th!",Les Smith for Office II,999,USD,99,0,0,0,1
142,542190386447213,https://www.facebook.com/ads/archive/render_ad/?id=542190386447213&access_token=EAAQIiNlxAggBAGGAoP8ahml7no83pQJqQsq7FoaeTmsD3JZCu5AkVsECsRZByGU4D8DkYzZBAo2ZAlTR9q06uDgoLW2eVMV0F8XEnkgeReKT8IRReVW8q4KzfAfT3W0N6TsbZA9LdlNQ6Qtquab1ZBeQFZBKcSxNOUZD,The Prescription Drug Price Transparency Act was signed into law! I was proud to chief author this bill in the House. This law will help us understand why prescription drugs have gotten so expensive. Drugs don’t work if people can’t afford them. #ForAHealthyThrivingMinnesota,Kelly Morrison for Minnesota House - District 33B,999,USD,99,0,0,0,0
